"Notes"	"County of Residence"	"County of Residence Code"	"Sex of Infant"	"Sex of Infant Code"	"NICU Admission"	"NICU Admission Code"	"OE Gestational Age Recode 10"	"OE Gestational Age Recode 10 Code"	Births	% of Total Births
	"Washington County, RI"	"44009"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Unidentified Counties, RI"	"44999"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Lowndes County, GA"	"13185"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Muscogee County, GA"	"13215"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Paulding County, GA"	"13223"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Richmond County, GA"	"13245"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Whitfield County, GA"	"13313"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Honolulu County, HI"	"15003"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Maui County, HI"	"15009"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Ada County, ID"	"16001"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Canyon County, ID"	"16027"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Champaign County, IL"	"17019"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Kane County, IL"	"17089"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Kankakee County, IL"	"17091"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Kendall County, IL"	"17093"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Lake County, IL"	"17097"	"Female"	"F"	"No"	"2"	"28 - 31 weeks"	"03"	10	0.00%
	"Lake County, IL"	"17097"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"LaSalle County, IL"	"17099"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"McHenry County, IL"	"17111"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"McLean County, IL"	"17113"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Rock Island County, IL"	"17161"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"St. Clair County, IL"	"17163"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Tazewell County, IL"	"17179"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Winnebago County, IL"	"17201"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Unidentified Counties, IL"	"17999"	"Female"	"F"	"No"	"2"	"Unknown or Not Stated"	"10"	10	0.00%
	"Unidentified Counties, IL"	"17999"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Allen County, IN"	"18003"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Elkhart County, IN"	"18039"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Hendricks County, IN"	"18063"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"La Porte County, IN"	"18091"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	10	0.00%
	"Madison County, IN"	"18095"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Beaufort County, SC"	"45013"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Berkeley County, SC"	"45015"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Charleston County, SC"	"45019"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Charleston County, SC"	"45019"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Dorchester County, SC"	"45035"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Florence County, SC"	"45041"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Greenville County, SC"	"45045"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Pickens County, SC"	"45077"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Pickens County, SC"	"45077"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Richland County, SC"	"45079"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Sumter County, SC"	"45085"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Unidentified Counties, SC"	"45999"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Knox County, TN"	"47093"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Montgomery County, TN"	"47125"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Shelby County, TN"	"47157"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Sumner County, TN"	"47165"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Washington County, TN"	"47179"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	10	0.00%
	"Washington County, TN"	"47179"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Brazos County, TX"	"48041"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Cameron County, TX"	"48061"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Collin County, TX"	"48085"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Collin County, TX"	"48085"	"Male"	"M"	"No"	"2"	"28 - 31 weeks"	"03"	10	0.00%
	"Ector County, TX"	"48135"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Ellis County, TX"	"48139"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Galveston County, TX"	"48167"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Galveston County, TX"	"48167"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Vigo County, IN"	"18167"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	10	0.00%
	"Unidentified Counties, IN"	"18999"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Polk County, IA"	"19153"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Scott County, IA"	"19163"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Woodbury County, IA"	"19193"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Woodbury County, IA"	"19193"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	10	0.00%
	"Woodbury County, IA"	"19193"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Johnson County, KS"	"20091"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Unidentified Counties, KS"	"20999"	"Female"	"F"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"Boone County, KY"	"21015"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Jefferson County, KY"	"21111"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Kenton County, KY"	"21117"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Unidentified Counties, KY"	"21999"	"Female"	"F"	"Unknown or Not Stated"	"9"	"37 - 39 weeks"	"06"	10	0.00%
	"Ascension Parish, LA"	"22005"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Bossier Parish, LA"	"22015"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	10	0.00%
	"Calcasieu Parish, LA"	"22019"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Jefferson Parish, LA"	"22051"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Lafayette Parish, LA"	"22055"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Orleans Parish, LA"	"22071"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Rapides Parish, LA"	"22079"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"St. Tammany Parish, LA"	"22103"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Tangipahoa Parish, LA"	"22105"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Unidentified Counties, LA"	"22999"	"Female"	"F"	"No"	"2"	"28 - 31 weeks"	"03"	10	0.00%
	"Cecil County, MD"	"24015"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Frederick County, MD"	"24021"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Frederick County, MD"	"24021"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Harford County, MD"	"24025"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Howard County, MD"	"24027"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Kaufman County, TX"	"48257"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Lubbock County, TX"	"48303"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Montgomery County, TX"	"48339"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Smith County, TX"	"48423"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Taylor County, TX"	"48441"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	10	0.00%
	"Tom Green County, TX"	"48451"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Tom Green County, TX"	"48451"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	10	0.00%
	"Webb County, TX"	"48479"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Cache County, UT"	"49005"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Cache County, UT"	"49005"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Cache County, UT"	"49005"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Davis County, UT"	"49011"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Salt Lake County, UT"	"49035"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Utah County, UT"	"49049"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Washington County, UT"	"49053"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Washington County, UT"	"49053"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Weber County, UT"	"49057"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Chittenden County, VT"	"50007"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Unidentified Counties, VT"	"50999"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Unidentified Counties, VT"	"50999"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Arlington County, VA"	"51013"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Loudoun County, VA"	"51107"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Spotsylvania County, VA"	"51177"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Stafford County, VA"	"51179"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Chesapeake city, VA"	"51550"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Norfolk city, VA"	"51710"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Norfolk city, VA"	"51710"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Richmond city, VA"	"51760"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Richmond city, VA"	"51760"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Virginia Beach city, VA"	"51810"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Cowlitz County, WA"	"53015"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"King County, WA"	"53033"	"Female"	"F"	"No"	"2"	"28 - 31 weeks"	"03"	10	0.00%
	"Skagit County, WA"	"53057"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	10	0.00%
	"Skagit County, WA"	"53057"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Santa Fe County, NM"	"35049"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	10	0.00%
	"Santa Fe County, NM"	"35049"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Unidentified Counties, NM"	"35999"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	10	0.00%
	"Albany County, NY"	"36001"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	10	0.00%
	"Bronx County, NY"	"36005"	"Male"	"M"	"Unknown or Not Stated"	"9"	"37 - 39 weeks"	"06"	10	0.00%
	"Kings County, NY"	"36047"	"Female"	"F"	"No"	"2"	"28 - 31 weeks"	"03"	10	0.00%
	"Monroe County, NY"	"36055"	"Female"	"F"	"No"	"2"	"20 - 27 weeks"	"02"	10	0.00%
	"New York County, NY"	"36061"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Niagara County, NY"	"36063"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Oneida County, NY"	"36065"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Ontario County, NY"	"36069"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	10	0.00%
	"Rensselaer County, NY"	"36083"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Rensselaer County, NY"	"36083"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Richmond County, NY"	"36085"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Saratoga County, NY"	"36091"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	10	0.00%
	"Schenectady County, NY"	"36093"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Ulster County, NY"	"36111"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Unidentified Counties, NY"	"36999"	"Female"	"F"	"No"	"2"	"Unknown or Not Stated"	"10"	10	0.00%
	"Unidentified Counties, NY"	"36999"	"Female"	"F"	"Unknown or Not Stated"	"9"	"40 weeks"	"07"	10	0.00%
	"Unidentified Counties, NY"	"36999"	"Male"	"M"	"No"	"2"	"Unknown or Not Stated"	"10"	10	0.00%
	"Brunswick County, NC"	"37019"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	10	0.00%
	"Catawba County, NC"	"37035"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	10	0.00%
	"Forsyth County, NC"	"37067"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	10	0.00%
	"Guilford County, NC"	"37081"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	10	0.00%
	"Howard County, MD"	"24027"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Howard County, MD"	"24027"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Prince George's County, MD"	"24033"	"Female"	"F"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"Washington County, MD"	"24043"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	11	0.00%
	"Unidentified Counties, MD"	"24999"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Unidentified Counties, MD"	"24999"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Barnstable County, MA"	"25001"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	11	0.00%
	"Hampshire County, MA"	"25015"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	11	0.00%
	"Plymouth County, MA"	"25023"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Worcester County, MA"	"25027"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Allegan County, MI"	"26005"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	11	0.00%
	"Berrien County, MI"	"26021"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Berrien County, MI"	"26021"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Calhoun County, MI"	"26025"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	11	0.00%
	"Eaton County, MI"	"26045"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Monroe County, MI"	"26115"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Saginaw County, MI"	"26145"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Washtenaw County, MI"	"26161"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Unidentified Counties, MI"	"26999"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"Anoka County, MN"	"27003"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Anoka County, MN"	"27003"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Anoka County, MN"	"27003"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Ramsey County, MN"	"27123"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Washington County, MN"	"27163"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Washington County, MN"	"27163"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Thurston County, WA"	"53067"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Whatcom County, WA"	"53073"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Whatcom County, WA"	"53073"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	11	0.00%
	"Yakima County, WA"	"53077"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Unidentified Counties, WA"	"53999"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Berkeley County, WV"	"54003"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Dane County, WI"	"55025"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Milwaukee County, WI"	"55079"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	11	0.00%
	"Outagamie County, WI"	"55087"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Racine County, WI"	"55101"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Walworth County, WI"	"55127"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	11	0.00%
	"Walworth County, WI"	"55127"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Waukesha County, WI"	"55133"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Unidentified Counties, WI"	"55999"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"Unidentified Counties, WI"	"55999"	"Male"	"M"	"No"	"2"	"Unknown or Not Stated"	"10"	11	0.00%
	"Unidentified Counties, WY"	"56999"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Baldwin County, AL"	"01003"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Mobile County, AL"	"01097"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Shelby County, AL"	"01117"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Unidentified Counties, AK"	"02999"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Cochise County, AZ"	"04003"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Maricopa County, AZ"	"04013"	"Female"	"F"	"No"	"2"	"Unknown or Not Stated"	"10"	11	0.00%
	"Mohave County, AZ"	"04015"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Yuma County, AZ"	"04027"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Washington County, AR"	"05143"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Unidentified Counties, AR"	"05999"	"Male"	"M"	"No"	"2"	"28 - 31 weeks"	"03"	11	0.00%
	"Contra Costa County, CA"	"06013"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Fresno County, CA"	"06019"	"Female"	"F"	"No"	"2"	"42 weeks or more"	"09"	11	0.00%
	"Fresno County, CA"	"06019"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"Humboldt County, CA"	"06023"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	11	0.00%
	"Imperial County, CA"	"06025"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Kern County, CA"	"06029"	"Female"	"F"	"No"	"2"	"28 - 31 weeks"	"03"	11	0.00%
	"Kings County, CA"	"06031"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Monterey County, CA"	"06053"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Monterey County, CA"	"06053"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	11	0.00%
	"Unidentified Counties, MN"	"27999"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Rankin County, MS"	"28121"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Rankin County, MS"	"28121"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Boone County, MO"	"29019"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Clay County, MO"	"29047"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Greene County, MO"	"29077"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Jefferson County, MO"	"29099"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"St. Louis city, MO"	"29510"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Yellowstone County, MT"	"30111"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Yellowstone County, MT"	"30111"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Unidentified Counties, MT"	"30999"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Lancaster County, NE"	"31109"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Clark County, NV"	"32003"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Washoe County, NV"	"32031"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Hillsborough County, NH"	"33011"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Rockingham County, NH"	"33015"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	11	0.00%
	"Strafford County, NH"	"33017"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	11	0.00%
	"Atlantic County, NJ"	"34001"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Cumberland County, NJ"	"34011"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	11	0.00%
	"Gloucester County, NJ"	"34015"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"Hunterdon County, NJ"	"34019"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	11	0.00%
	"Hunterdon County, NJ"	"34019"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Mercer County, NJ"	"34021"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Ocean County, NJ"	"34029"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"Passaic County, NJ"	"34031"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Sussex County, NJ"	"34037"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	11	0.00%
	"Union County, NJ"	"34039"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	11	0.00%
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Unknown or Not Stated"	"9"	"40 weeks"	"07"	11	0.00%
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"No"	"2"	"20 - 27 weeks"	"02"	11	0.00%
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	11	0.00%
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	11	0.00%
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"No"	"2"	"28 - 31 weeks"	"03"	11	0.00%
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	11	0.00%
